PO_ID,reason,Comments
PO1397,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (189) exceeds ordered quantity (181).; ASN shipped quantity (193) does not match GRN received quantity (189).; Expected invoice amount (76935.86) does not match invoice amount (9195.05).; Earliest received date (2025-08-16) is after the PO delivery date (2025-07-18).
PO1398,Missing GRN,No GRN record found for this PO.
PO1399,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (30) is less than ordered quantity (82).; ASN shipped quantity (170) does not match GRN received quantity (30).; Expected invoice amount (31174.76) does not match invoice amount (9552.64).; Earliest received date (2025-08-11) is after the PO delivery date (2025-07-03).
PO1400,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (401) exceeds ordered quantity (73).; ASN shipped quantity (308) does not match GRN received quantity (401).; Expected invoice amount (14835.79) does not match invoice amount (4730.67).; Earliest received date (2025-08-11) is after the PO delivery date (2025-06-27).
PO1401,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (418) exceeds ordered quantity (177).; ASN shipped quantity (446) does not match GRN received quantity (418).; Expected invoice amount (57852.45) does not match invoice amount (4260.72).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-04).
PO1402,Missing GRN,No GRN record found for this PO.
PO1403,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (101) is less than ordered quantity (174).; ASN shipped quantity (184) does not match GRN received quantity (101).; Expected invoice amount (29948.88) does not match invoice amount (5440.79).; Earliest received date (2025-08-10) is after the PO delivery date (2025-06-18).
PO1404,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (295) exceeds ordered quantity (86).; ASN shipped quantity (271) does not match GRN received quantity (295).; Expected invoice amount (18595.78) does not match invoice amount (3604.19).
PO1405,Missing GRN,No GRN record found for this PO.
PO1406,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (376) exceeds ordered quantity (92).; ASN shipped quantity (396) does not match GRN received quantity (376).; Expected invoice amount (38174.48) does not match invoice amount (9173.07).; Earliest received date (2025-08-02) is after the PO delivery date (2025-07-28).
PO1407,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (503) exceeds ordered quantity (96).; ASN shipped quantity (427) does not match GRN received quantity (503).; Expected invoice amount (38252.16) does not match invoice amount (3960.59).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-16).
PO1408,Missing GRN,No GRN record found for this PO.
PO1409,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (150) exceeds ordered quantity (96).; ASN shipped quantity (104) does not match GRN received quantity (150).; Expected invoice amount (17205.12) does not match invoice amount (5349.13).
PO1410,Missing GRN,No GRN record found for this PO.
PO1411,Missing GRN,No GRN record found for this PO.
PO1412,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (155) exceeds ordered quantity (113).; ASN shipped quantity (303) does not match GRN received quantity (155).; Expected invoice amount (20728.72) does not match invoice amount (3714.25).
PO1413,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (334) exceeds ordered quantity (158).; ASN shipped quantity (237) does not match GRN received quantity (334).; Expected invoice amount (42750.06) does not match invoice amount (7096.89).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-31).
PO1414,Missing GRN,No GRN record found for this PO.
PO1415,Missing GRN,No GRN record found for this PO.
PO1416,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (172) exceeds ordered quantity (87).; ASN shipped quantity (149) does not match GRN received quantity (172).; Expected invoice amount (10506.99) does not match invoice amount (1581.00).; Earliest received date (2025-08-07) is after the PO delivery date (2025-07-30).
PO1417,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (145) is less than ordered quantity (151).; ASN shipped quantity (42) does not match GRN received quantity (145).; Expected invoice amount (54953.43) does not match invoice amount (8245.56).; Earliest received date (2025-07-28) is after the PO delivery date (2025-07-20).
PO1418,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (277) exceeds ordered quantity (165).; ASN shipped quantity (302) does not match GRN received quantity (277).; Expected invoice amount (61794.15) does not match invoice amount (6370.04).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-19).
PO1419,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (114) exceeds ordered quantity (75).; ASN shipped quantity (148) does not match GRN received quantity (114).; Expected invoice amount (37131.00) does not match invoice amount (8298.53).; Earliest received date (2025-08-09) is after the PO delivery date (2025-07-28).
PO1420,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (233) exceeds ordered quantity (91).; ASN shipped quantity (259) does not match GRN received quantity (233).; Expected invoice amount (44009.42) does not match invoice amount (4601.56).; Earliest received date (2025-07-30) is after the PO delivery date (2025-07-18).
PO1421,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (65) is less than ordered quantity (171).; ASN shipped quantity (82) does not match GRN received quantity (65).; Expected invoice amount (50586.93) does not match invoice amount (6383.10).; Earliest received date (2025-07-28) is after the PO delivery date (2025-07-09).
PO1422,Missing GRN,No GRN record found for this PO.
PO1423,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (100) is less than ordered quantity (166).; ASN shipped quantity (88) does not match GRN received quantity (100).; Expected invoice amount (57905.78) does not match invoice amount (2795.71).
PO1424,Missing GRN,No GRN record found for this PO.
PO1425,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (289) exceeds ordered quantity (127).; ASN shipped quantity (298) does not match GRN received quantity (289).; Expected invoice amount (33972.50) does not match invoice amount (1840.19).; Earliest received date (2025-08-06) is after the PO delivery date (2025-07-02).
PO1426,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (139) exceeds ordered quantity (106).; ASN shipped quantity (104) does not match GRN received quantity (139).; Expected invoice amount (5548.04) does not match invoice amount (1285.41).; Earliest received date (2025-07-28) is after the PO delivery date (2025-06-12).
PO1427,Missing GRN,No GRN record found for this PO.
PO1428,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (208) exceeds ordered quantity (99).; ASN shipped quantity (196) does not match GRN received quantity (208).; Expected invoice amount (38214.99) does not match invoice amount (9508.38).; Earliest received date (2025-08-11) is after the PO delivery date (2025-06-28).
PO1429,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (324) exceeds ordered quantity (73).; ASN shipped quantity (393) does not match GRN received quantity (324).; Expected invoice amount (7782.53) does not match invoice amount (9003.04).; Earliest received date (2025-08-10) is after the PO delivery date (2025-07-17).
PO1430,Missing GRN,No GRN record found for this PO.
PO1431,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (711) exceeds ordered quantity (172).; ASN shipped quantity (369) does not match GRN received quantity (711).; Expected invoice amount (26463.92) does not match invoice amount (1564.04).
PO1432,Missing GRN,No GRN record found for this PO.
PO1433,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (255) exceeds ordered quantity (70).; ASN shipped quantity (418) does not match GRN received quantity (255).; Expected invoice amount (7005.60) does not match invoice amount (8407.62).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-05).
PO1434,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (109) is less than ordered quantity (110).; ASN shipped quantity (197) does not match GRN received quantity (109).; Expected invoice amount (15415.40) does not match invoice amount (4658.82).; Earliest received date (2025-08-15) is after the PO delivery date (2025-07-11).
PO1435,Missing GRN,No GRN record found for this PO.
PO1436,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (143) exceeds ordered quantity (64).; ASN shipped quantity (366) does not match GRN received quantity (143).; Expected invoice amount (23406.72) does not match invoice amount (9263.53).
PO1437,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (383) exceeds ordered quantity (125).; ASN shipped quantity (296) does not match GRN received quantity (383).; Expected invoice amount (54516.25) does not match invoice amount (4928.52).; Earliest received date (2025-08-08) is after the PO delivery date (2025-08-06).
PO1438,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (252) exceeds ordered quantity (68).; ASN shipped quantity (214) does not match GRN received quantity (252).; Expected invoice amount (16995.92) does not match invoice amount (5595.76).
PO1439,Missing GRN,No GRN record found for this PO.
PO1440,Missing GRN,No GRN record found for this PO.
PO1441,Missing GRN,No GRN record found for this PO.
PO1442,Missing GRN,No GRN record found for this PO.
PO1443,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (366) exceeds ordered quantity (75).; ASN shipped quantity (313) does not match GRN received quantity (366).; Expected invoice amount (5457.00) does not match invoice amount (1920.85).; Earliest received date (2025-08-10) is after the PO delivery date (2025-08-05).
PO1444,Missing GRN,No GRN record found for this PO.
PO1445,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (187) is less than ordered quantity (198).; ASN shipped quantity (159) does not match GRN received quantity (187).; Expected invoice amount (94733.10) does not match invoice amount (2447.55).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-26).
PO1446,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (385) exceeds ordered quantity (84).; ASN shipped quantity (444) does not match GRN received quantity (385).; Expected invoice amount (11965.80) does not match invoice amount (1879.67).; Earliest received date (2025-07-30) is after the PO delivery date (2025-06-22).
PO1447,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (162) exceeds ordered quantity (123).; ASN shipped quantity (132) does not match GRN received quantity (162).; Expected invoice amount (38138.61) does not match invoice amount (5384.25).; Earliest received date (2025-08-15) is after the PO delivery date (2025-06-26).
PO1448,Missing GRN,No GRN record found for this PO.
PO1449,Missing GRN,No GRN record found for this PO.
PO1450,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (283) exceeds ordered quantity (175).; ASN shipped quantity (253) does not match GRN received quantity (283).; Expected invoice amount (46840.50) does not match invoice amount (5777.90).; Earliest received date (2025-08-09) is after the PO delivery date (2025-07-12).
PO1451,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (63) exceeds ordered quantity (57).; ASN shipped quantity (105) does not match GRN received quantity (63).; Expected invoice amount (14578.89) does not match invoice amount (5641.89).; Earliest received date (2025-08-05) is after the PO delivery date (2025-07-13).
PO1452,Missing GRN,No GRN record found for this PO.
PO1453,Missing GRN,No GRN record found for this PO.
PO1454,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (127) is less than ordered quantity (175).; ASN shipped quantity (186) does not match GRN received quantity (127).; Expected invoice amount (55632.50) does not match invoice amount (5039.96).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-21).
PO1455,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (106) exceeds ordered quantity (68).; ASN shipped quantity (131) does not match GRN received quantity (106).; Expected invoice amount (26715.84) does not match invoice amount (1072.34).; Earliest received date (2025-08-06) is after the PO delivery date (2025-07-04).
PO1456,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (137) exceeds ordered quantity (111).; ASN shipped quantity (100) does not match GRN received quantity (137).; Expected invoice amount (38469.27) does not match invoice amount (2762.86).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-22).
PO1457,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (133) is less than ordered quantity (169).; ASN shipped quantity (256) does not match GRN received quantity (133).; Expected invoice amount (61673.17) does not match invoice amount (4850.22).; Earliest received date (2025-08-08) is after the PO delivery date (2025-08-03).
PO1458,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (197) exceeds ordered quantity (50).; ASN shipped quantity (106) does not match GRN received quantity (197).; Expected invoice amount (23421.00) does not match invoice amount (8202.56).
PO1459,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (239) exceeds ordered quantity (116).; ASN shipped quantity (253) does not match GRN received quantity (239).; Expected invoice amount (54385.44) does not match invoice amount (3348.41).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-23).
PO1460,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (176) exceeds ordered quantity (54).; ASN shipped quantity (76) does not match GRN received quantity (176).; Expected invoice amount (18891.90) does not match invoice amount (4751.36).; Earliest received date (2025-08-09) is after the PO delivery date (2025-07-20).
PO1461,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (182) exceeds ordered quantity (149).; ASN shipped quantity (123) does not match GRN received quantity (182).; Expected invoice amount (26593.52) does not match invoice amount (9513.05).
PO1462,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (442) exceeds ordered quantity (107).; ASN shipped quantity (333) does not match GRN received quantity (442).; Expected invoice amount (34724.71) does not match invoice amount (3380.42).; Earliest received date (2025-08-05) is after the PO delivery date (2025-07-28).
PO1463,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (69) exceeds ordered quantity (68).; ASN shipped quantity (57) does not match GRN received quantity (69).; Expected invoice amount (30583.68) does not match invoice amount (6443.63).; Earliest received date (2025-08-09) is after the PO delivery date (2025-07-16).
PO1464,Missing GRN,No GRN record found for this PO.
PO1465,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (87) is less than ordered quantity (189).; ASN shipped quantity (78) does not match GRN received quantity (87).; Expected invoice amount (35781.48) does not match invoice amount (9117.94).; Earliest received date (2025-08-09) is after the PO delivery date (2025-08-06).
PO1466,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (281) exceeds ordered quantity (119).; ASN shipped quantity (366) does not match GRN received quantity (281).; Expected invoice amount (47560.73) does not match invoice amount (8813.10).
PO1467,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (180) exceeds ordered quantity (70).; ASN shipped quantity (102) does not match GRN received quantity (180).; Expected invoice amount (4362.40) does not match invoice amount (8165.06).
PO1468,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (581) exceeds ordered quantity (118).; ASN shipped quantity (503) does not match GRN received quantity (581).; Expected invoice amount (57062.44) does not match invoice amount (7334.94).; Earliest received date (2025-08-03) is after the PO delivery date (2025-06-24).
PO1469,Missing GRN,No GRN record found for this PO.
PO1470,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (206) exceeds ordered quantity (57).; ASN shipped quantity (65) does not match GRN received quantity (206).; Expected invoice amount (17567.40) does not match invoice amount (4825.43).; Earliest received date (2025-08-12) is after the PO delivery date (2025-07-19).
PO1471,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (124) exceeds ordered quantity (78).; ASN shipped quantity (74) does not match GRN received quantity (124).; Expected invoice amount (23910.12) does not match invoice amount (3144.32).; Earliest received date (2025-08-16) is after the PO delivery date (2025-08-10).
PO1472,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (203) exceeds ordered quantity (146).; ASN shipped quantity (139) does not match GRN received quantity (203).; Expected invoice amount (35775.84) does not match invoice amount (7702.46).; Earliest received date (2025-08-07) is after the PO delivery date (2025-07-20).
PO1473,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (176) exceeds ordered quantity (144).; ASN shipped quantity (148) does not match GRN received quantity (176).; Expected invoice amount (35845.92) does not match invoice amount (5185.07).; Earliest received date (2025-07-29) is after the PO delivery date (2025-06-20).
PO1474,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (198) exceeds ordered quantity (65).; ASN shipped quantity (169) does not match GRN received quantity (198).; Expected invoice amount (27216.15) does not match invoice amount (6509.18).; Earliest received date (2025-08-07) is after the PO delivery date (2025-06-30).
PO1475,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (207) exceeds ordered quantity (148).; ASN shipped quantity (231) does not match GRN received quantity (207).; Expected invoice amount (33723.28) does not match invoice amount (1806.18).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-13).
PO1476,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (135) is less than ordered quantity (137).; ASN shipped quantity (280) does not match GRN received quantity (135).; Expected invoice amount (65814.80) does not match invoice amount (9299.48).; Earliest received date (2025-08-13) is after the PO delivery date (2025-07-21).
PO1477,Missing GRN,No GRN record found for this PO.
PO1478,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (145) is less than ordered quantity (157).; ASN shipped quantity (107) does not match GRN received quantity (145).; Expected invoice amount (70643.72) does not match invoice amount (8190.98).; Earliest received date (2025-08-07) is after the PO delivery date (2025-08-06).
PO1479,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (177) is less than ordered quantity (196).; ASN shipped quantity (209) does not match GRN received quantity (177).; Expected invoice amount (27573.28) does not match invoice amount (8900.34).; Earliest received date (2025-07-28) is after the PO delivery date (2025-06-22).
PO1480,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (206) exceeds ordered quantity (141).; ASN shipped quantity (182) does not match GRN received quantity (206).; Expected invoice amount (26180.88) does not match invoice amount (5686.04).; Earliest received date (2025-08-04) is after the PO delivery date (2025-08-02).
PO1481,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (246) exceeds ordered quantity (116).; ASN shipped quantity (268) does not match GRN received quantity (246).; Expected invoice amount (37646.64) does not match invoice amount (5510.76).; Earliest received date (2025-08-01) is after the PO delivery date (2025-07-14).
PO1482,Missing GRN,No GRN record found for this PO.
PO1483,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (202) exceeds ordered quantity (107).; ASN shipped quantity (106) does not match GRN received quantity (202).; Expected invoice amount (20962.37) does not match invoice amount (3711.76).; Earliest received date (2025-08-11) is after the PO delivery date (2025-06-09).
PO1484,Missing GRN,No GRN record found for this PO.
PO1485,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (146) is less than ordered quantity (178).; ASN shipped quantity (72) does not match GRN received quantity (146).; Expected invoice amount (58403.58) does not match invoice amount (4079.99).; Earliest received date (2025-07-28) is after the PO delivery date (2025-07-20).
PO1486,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (87) is less than ordered quantity (197).; ASN shipped quantity (88) does not match GRN received quantity (87).; Expected invoice amount (88297.37) does not match invoice amount (9238.28).; Earliest received date (2025-08-09) is after the PO delivery date (2025-07-13).
PO1487,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (143) exceeds ordered quantity (63).; ASN shipped quantity (147) does not match GRN received quantity (143).; Expected invoice amount (3231.90) does not match invoice amount (3404.60).; Earliest received date (2025-07-29) is after the PO delivery date (2025-06-13).
PO1488,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (61) is less than ordered quantity (115).; ASN shipped quantity (171) does not match GRN received quantity (61).; Expected invoice amount (28967.35) does not match invoice amount (6350.00).; Earliest received date (2025-08-02) is after the PO delivery date (2025-07-25).
PO1489,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (114) exceeds ordered quantity (77).; ASN shipped quantity (59) does not match GRN received quantity (114).; Expected invoice amount (24802.47) does not match invoice amount (5575.02).; Earliest received date (2025-08-09) is after the PO delivery date (2025-07-08).
PO1490,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (526) exceeds ordered quantity (69).; ASN shipped quantity (299) does not match GRN received quantity (526).; Expected invoice amount (17355.57) does not match invoice amount (9766.32).
PO1491,Missing GRN,No GRN record found for this PO.
PO1492,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (198) exceeds ordered quantity (161).; ASN shipped quantity (50) does not match GRN received quantity (198).; Expected invoice amount (24447.85) does not match invoice amount (3698.34).; Earliest received date (2025-08-11) is after the PO delivery date (2025-07-19).
PO1493,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (362) exceeds ordered quantity (169).; ASN shipped quantity (344) does not match GRN received quantity (362).; Expected invoice amount (20111.00) does not match invoice amount (2319.48).; Earliest received date (2025-07-30) is after the PO delivery date (2025-07-26).
PO1494,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (387) exceeds ordered quantity (95).; ASN shipped quantity (285) does not match GRN received quantity (387).; Expected invoice amount (27638.35) does not match invoice amount (1573.85).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-19).
PO1495,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (200) exceeds ordered quantity (91).; ASN shipped quantity (64) does not match GRN received quantity (200).; Expected invoice amount (40277.51) does not match invoice amount (6431.76).; Earliest received date (2025-08-13) is after the PO delivery date (2025-07-21).
PO1496,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (346) exceeds ordered quantity (117).; ASN shipped quantity (303) does not match GRN received quantity (346).; Expected invoice amount (29686.41) does not match invoice amount (3307.77).; Earliest received date (2025-07-28) is after the PO delivery date (2025-07-05).
PO1497,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (217) exceeds ordered quantity (94).; ASN shipped quantity (143) does not match GRN received quantity (217).; Expected invoice amount (41858.20) does not match invoice amount (2711.54).; Earliest received date (2025-08-10) is after the PO delivery date (2025-07-14).
PO1498,Missing GRN,No GRN record found for this PO.
PO1499,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (173) exceeds ordered quantity (156).; ASN shipped quantity (237) does not match GRN received quantity (173).; Expected invoice amount (17779.32) does not match invoice amount (5997.55).
PO1500,Missing GRN,No GRN record found for this PO.
PO1501,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (216) exceeds ordered quantity (102).; ASN shipped quantity (55) does not match GRN received quantity (216).; Expected invoice amount (19719.66) does not match invoice amount (7290.99).; Earliest received date (2025-07-30) is after the PO delivery date (2025-07-19).
PO1502,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (42) is less than ordered quantity (118).; ASN shipped quantity (175) does not match GRN received quantity (42).; Expected invoice amount (27416.12) does not match invoice amount (2123.84).; Earliest received date (2025-08-02) is after the PO delivery date (2025-07-31).
PO1503,Missing GRN,No GRN record found for this PO.
PO1504,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (132) exceeds ordered quantity (61).; ASN shipped quantity (162) does not match GRN received quantity (132).; Expected invoice amount (19161.32) does not match invoice amount (8514.98).; Earliest received date (2025-07-31) is after the PO delivery date (2025-07-21).
PO1505,Missing GRN,No GRN record found for this PO.
PO1506,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (289) exceeds ordered quantity (184).; ASN shipped quantity (417) does not match GRN received quantity (289).; Expected invoice amount (73982.72) does not match invoice amount (6433.02).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-05).
PO1507,Missing GRN,No GRN record found for this PO.
PO1508,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (521) exceeds ordered quantity (172).; ASN shipped quantity (609) does not match GRN received quantity (521).; Expected invoice amount (20110.24) does not match invoice amount (3932.94).
PO1509,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (160) exceeds ordered quantity (61).; ASN shipped quantity (81) does not match GRN received quantity (160).; Expected invoice amount (21045.61) does not match invoice amount (7996.62).; Earliest received date (2025-08-13) is after the PO delivery date (2025-07-12).
PO1510,Missing GRN,No GRN record found for this PO.
PO1511,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (174) exceeds ordered quantity (150).; ASN shipped quantity (180) does not match GRN received quantity (174).; Expected invoice amount (16495.50) does not match invoice amount (4637.51).; Earliest received date (2025-08-14) is after the PO delivery date (2025-07-06).
PO1512,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (184) is less than ordered quantity (197).; ASN shipped quantity (165) does not match GRN received quantity (184).; Expected invoice amount (43931.00) does not match invoice amount (2977.58).; Earliest received date (2025-08-03) is after the PO delivery date (2025-07-17).
PO1513,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (46) is less than ordered quantity (59).; ASN shipped quantity (132) does not match GRN received quantity (46).; Expected invoice amount (25033.11) does not match invoice amount (2250.28).; Earliest received date (2025-08-14) is after the PO delivery date (2025-06-29).
PO1514,"Over-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (146) exceeds ordered quantity (107).; ASN shipped quantity (176) does not match GRN received quantity (146).; Expected invoice amount (44782.71) does not match invoice amount (8717.41).
PO1515,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (195) exceeds ordered quantity (188).; ASN shipped quantity (344) does not match GRN received quantity (195).; Expected invoice amount (21313.56) does not match invoice amount (7161.91).; Earliest received date (2025-08-06) is after the PO delivery date (2025-07-29).
PO1516,Missing GRN,No GRN record found for this PO.
PO1517,Missing GRN,No GRN record found for this PO.
PO1518,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (49) is less than ordered quantity (171).; ASN shipped quantity (71) does not match GRN received quantity (49).; Expected invoice amount (54130.05) does not match invoice amount (6161.84).; Earliest received date (2025-08-13) is after the PO delivery date (2025-07-12).
PO1519,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (106) is less than ordered quantity (197).; ASN shipped quantity (75) does not match GRN received quantity (106).; Expected invoice amount (96132.06) does not match invoice amount (3314.53).; Earliest received date (2025-08-12) is after the PO delivery date (2025-07-27).
PO1520,Missing GRN,No GRN record found for this PO.
PO1521,"Under-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (147) is less than ordered quantity (175).; ASN shipped quantity (198) does not match GRN received quantity (147).; Expected invoice amount (61290.25) does not match invoice amount (5330.07).; Earliest received date (2025-08-10) is after the PO delivery date (2025-06-24).
PO1522,Missing GRN,No GRN record found for this PO.
PO1523,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (63) is less than ordered quantity (77).; ASN shipped quantity (197) does not match GRN received quantity (63).; Expected invoice amount (19067.51) does not match invoice amount (4908.54).
PO1524,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (116) exceeds ordered quantity (90).; ASN shipped quantity (344) does not match GRN received quantity (116).; Expected invoice amount (29092.50) does not match invoice amount (2606.99).; Earliest received date (2025-07-30) is after the PO delivery date (2025-07-07).
PO1525,"Under-delivery, ASN/GRN mismatch, Total price discrepancy",Total received quantity (123) is less than ordered quantity (184).; ASN shipped quantity (198) does not match GRN received quantity (123).; Expected invoice amount (27314.80) does not match invoice amount (3186.33).
PO1526,Missing GRN,No GRN record found for this PO.
PO1527,Missing GRN,No GRN record found for this PO.
PO1528,"Over-delivery, ASN/GRN mismatch, Total price discrepancy, Late delivery",Total received quantity (79) exceeds ordered quantity (71).; ASN shipped quantity (58) does not match GRN received quantity (79).; Expected invoice amount (6169.19) does not match invoice amount (9938.89).; Earliest received date (2025-08-02) is after the PO delivery date (2025-07-08).
