PO_ID,reason,comments
PO1400,Over-delivery,Total received quantity (401) exceeds ordered quantity (73).
PO1400,Total price discrepancy,Expected invoice amount (14835.79) does not match invoice amount (4730.67).
PO1401,ASN/GRN mismatch,ASN shipped quantity (446) does not match GRN received quantity (418).
PO1401,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-04).
PO1401,Over-delivery,Total received quantity (418) exceeds ordered quantity (177).
PO1401,Total price discrepancy,Expected invoice amount (57852.45) does not match invoice amount (4260.72).
PO1402,Missing GRN,No GRN record found for this PO.
PO1403,ASN/GRN mismatch,ASN shipped quantity (184) does not match GRN received quantity (101).
PO1403,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-06-18).
PO1403,Total price discrepancy,Expected invoice amount (29948.88) does not match invoice amount (5440.79).
PO1403,Under-delivery,Total received quantity (101) is less than ordered quantity (174).
PO1404,ASN/GRN mismatch,ASN shipped quantity (271) does not match GRN received quantity (295).
PO1404,Over-delivery,Total received quantity (295) exceeds ordered quantity (86).
PO1404,Total price discrepancy,Expected invoice amount (18595.78) does not match invoice amount (3604.19).
PO1405,Missing GRN,No GRN record found for this PO.
PO1406,ASN/GRN mismatch,ASN shipped quantity (396) does not match GRN received quantity (376).
PO1406,Late delivery,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-28).
PO1406,Over-delivery,Total received quantity (376) exceeds ordered quantity (92).
PO1406,Total price discrepancy,Expected invoice amount (38174.48) does not match invoice amount (9173.07).
PO1407,ASN/GRN mismatch,ASN shipped quantity (427) does not match GRN received quantity (503).
PO1407,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-16).
PO1407,Over-delivery,Total received quantity (503) exceeds ordered quantity (96).
PO1407,Total price discrepancy,Expected invoice amount (38252.16) does not match invoice amount (3960.59).
PO1408,Missing GRN,No GRN record found for this PO.
PO1409,ASN/GRN mismatch,ASN shipped quantity (104) does not match GRN received quantity (150).
PO1409,Over-delivery,Total received quantity (150) exceeds ordered quantity (96).
PO1409,Total price discrepancy,Expected invoice amount (17205.12) does not match invoice amount (5349.13).
PO1410,Missing GRN,No GRN record found for this PO.
PO1411,Missing GRN,No GRN record found for this PO.
PO1412,ASN/GRN mismatch,ASN shipped quantity (303) does not match GRN received quantity (155).
PO1412,Over-delivery,Total received quantity (155) exceeds ordered quantity (113).
PO1412,Total price discrepancy,Expected invoice amount (20728.72) does not match invoice amount (3714.25).
PO1413,ASN/GRN mismatch,ASN shipped quantity (237) does not match GRN received quantity (334).
PO1413,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-31).
PO1413,Over-delivery,Total received quantity (334) exceeds ordered quantity (158).
PO1413,Total price discrepancy,Expected invoice amount (42750.06) does not match invoice amount (7096.89).
PO1414,Missing GRN,No GRN record found for this PO.
PO1415,Missing GRN,No GRN record found for this PO.
PO1416,ASN/GRN mismatch,ASN shipped quantity (149) does not match GRN received quantity (172).
PO1416,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-30).
PO1416,Over-delivery,Total received quantity (172) exceeds ordered quantity (87).
PO1416,Total price discrepancy,Expected invoice amount (10506.99) does not match invoice amount (1581.00).
PO1417,ASN/GRN mismatch,ASN shipped quantity (42) does not match GRN received quantity (145).
PO1417,Late delivery,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-20).
PO1417,Total price discrepancy,Expected invoice amount (54953.43) does not match invoice amount (8245.56).
PO1417,Under-delivery,Total received quantity (145) is less than ordered quantity (151).
PO1418,ASN/GRN mismatch,ASN shipped quantity (302) does not match GRN received quantity (277).
PO1418,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-19).
PO1418,Over-delivery,Total received quantity (277) exceeds ordered quantity (165).
PO1418,Total price discrepancy,Expected invoice amount (61794.15) does not match invoice amount (6370.04).
PO1419,ASN/GRN mismatch,ASN shipped quantity (148) does not match GRN received quantity (114).
PO1419,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-28).
PO1419,Over-delivery,Total received quantity (114) exceeds ordered quantity (75).
PO1419,Total price discrepancy,Expected invoice amount (37131.00) does not match invoice amount (8298.53).
PO1420,ASN/GRN mismatch,ASN shipped quantity (259) does not match GRN received quantity (233).
PO1420,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-18).
PO1420,Over-delivery,Total received quantity (233) exceeds ordered quantity (91).
PO1420,Total price discrepancy,Expected invoice amount (44009.42) does not match invoice amount (4601.56).
PO1421,ASN/GRN mismatch,ASN shipped quantity (82) does not match GRN received quantity (65).
PO1421,Late delivery,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-09).
PO1421,Total price discrepancy,Expected invoice amount (50586.93) does not match invoice amount (6383.10).
PO1421,Under-delivery,Total received quantity (65) is less than ordered quantity (171).
PO1422,Missing GRN,No GRN record found for this PO.
PO1423,ASN/GRN mismatch,ASN shipped quantity (88) does not match GRN received quantity (100).
PO1423,Total price discrepancy,Expected invoice amount (57905.78) does not match invoice amount (2795.71).
PO1423,Under-delivery,Total received quantity (100) is less than ordered quantity (166).
PO1424,Missing GRN,No GRN record found for this PO.
PO1425,ASN/GRN mismatch,ASN shipped quantity (298) does not match GRN received quantity (289).
PO1425,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-02).
PO1425,Over-delivery,Total received quantity (289) exceeds ordered quantity (127).
PO1425,Total price discrepancy,Expected invoice amount (33972.50) does not match invoice amount (1840.19).
PO1426,ASN/GRN mismatch,ASN shipped quantity (104) does not match GRN received quantity (139).
PO1426,Late delivery,Earliest received date (2025-07-28) is after the PO delivery date (2025-06-12).
PO1426,Over-delivery,Total received quantity (139) exceeds ordered quantity (106).
PO1426,Total price discrepancy,Expected invoice amount (5548.04) does not match invoice amount (1285.41).
PO1427,Missing GRN,No GRN record found for this PO.
PO1428,ASN/GRN mismatch,ASN shipped quantity (196) does not match GRN received quantity (208).
PO1428,Late delivery,Earliest received date (2025-08-11) is after the PO delivery date (2025-06-28).
PO1428,Over-delivery,Total received quantity (208) exceeds ordered quantity (99).
PO1428,Total price discrepancy,Expected invoice amount (38214.99) does not match invoice amount (9508.38).
PO1429,ASN/GRN mismatch,ASN shipped quantity (393) does not match GRN received quantity (324).
PO1429,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-17).
PO1429,Over-delivery,Total received quantity (324) exceeds ordered quantity (73).
PO1429,Total price discrepancy,Expected invoice amount (7782.53) does not match invoice amount (9003.04).
PO1430,Missing GRN,No GRN record found for this PO.
PO1431,ASN/GRN mismatch,ASN shipped quantity (369) does not match GRN received quantity (711).
PO1431,Over-delivery,Total received quantity (711) exceeds ordered quantity (172).
PO1431,Total price discrepancy,Expected invoice amount (26463.92) does not match invoice amount (1564.04).
PO1432,Missing GRN,No GRN record found for this PO.
PO1433,ASN/GRN mismatch,ASN shipped quantity (418) does not match GRN received quantity (255).
PO1433,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-05).
PO1433,Over-delivery,Total received quantity (255) exceeds ordered quantity (70).
PO1433,Total price discrepancy,Expected invoice amount (7005.60) does not match invoice amount (8407.62).
PO1434,ASN/GRN mismatch,ASN shipped quantity (197) does not match GRN received quantity (109).
PO1434,Late delivery,Earliest received date (2025-08-15) is after the PO delivery date (2025-07-11).
PO1434,Total price discrepancy,Expected invoice amount (15415.40) does not match invoice amount (4658.82).
PO1434,Under-delivery,Total received quantity (109) is less than ordered quantity (110).
PO1435,Missing GRN,No GRN record found for this PO.
PO1436,ASN/GRN mismatch,ASN shipped quantity (366) does not match GRN received quantity (143).
PO1436,Over-delivery,Total received quantity (143) exceeds ordered quantity (64).
PO1436,Total price discrepancy,Expected invoice amount (23406.72) does not match invoice amount (9263.53).
PO1437,ASN/GRN mismatch,ASN shipped quantity (296) does not match GRN received quantity (383).
PO1437,Late delivery,Earliest received date (2025-08-08) is after the PO delivery date (2025-08-06).
PO1437,Over-delivery,Total received quantity (383) exceeds ordered quantity (125).
PO1437,Total price discrepancy,Expected invoice amount (54516.25) does not match invoice amount (4928.52).
PO1438,ASN/GRN mismatch,ASN shipped quantity (214) does not match GRN received quantity (252).
PO1438,Over-delivery,Total received quantity (252) exceeds ordered quantity (68).
PO1438,Total price discrepancy,Expected invoice amount (16995.92) does not match invoice amount (5595.76).
PO1439,Missing GRN,No GRN record found for this PO.
PO1440,Missing GRN,No GRN record found for this PO.
PO1441,Missing GRN,No GRN record found for this PO.
PO1442,Missing GRN,No GRN record found for this PO.
PO1443,ASN/GRN mismatch,ASN shipped quantity (313) does not match GRN received quantity (366).
PO1443,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-08-05).
PO1443,Over-delivery,Total received quantity (366) exceeds ordered quantity (75).
PO1443,Total price discrepancy,Expected invoice amount (5457.00) does not match invoice amount (1920.85).
PO1444,Missing GRN,No GRN record found for this PO.
PO1445,ASN/GRN mismatch,ASN shipped quantity (159) does not match GRN received quantity (187).
PO1445,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-26).
PO1445,Total price discrepancy,Expected invoice amount (94733.10) does not match invoice amount (2447.55).
PO1445,Under-delivery,Total received quantity (187) is less than ordered quantity (198).
PO1446,ASN/GRN mismatch,ASN shipped quantity (444) does not match GRN received quantity (385).
PO1446,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-06-22).
PO1446,Over-delivery,Total received quantity (385) exceeds ordered quantity (84).
PO1446,Total price discrepancy,Expected invoice amount (11965.80) does not match invoice amount (1879.67).
PO1447,ASN/GRN mismatch,ASN shipped quantity (132) does not match GRN received quantity (162).
PO1447,Late delivery,Earliest received date (2025-08-15) is after the PO delivery date (2025-06-26).
PO1447,Over-delivery,Total received quantity (162) exceeds ordered quantity (123).
PO1447,Total price discrepancy,Expected invoice amount (38138.61) does not match invoice amount (5384.25).
PO1448,Missing GRN,No GRN record found for this PO.
PO1449,Missing GRN,No GRN record found for this PO.
PO1450,ASN/GRN mismatch,ASN shipped quantity (253) does not match GRN received quantity (283).
PO1450,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-12).
PO1450,Over-delivery,Total received quantity (283) exceeds ordered quantity (175).
PO1450,Total price discrepancy,Expected invoice amount (46840.50) does not match invoice amount (5777.90).
PO1451,ASN/GRN mismatch,ASN shipped quantity (105) does not match GRN received quantity (63).
PO1451,Late delivery,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-13).
PO1451,Over-delivery,Total received quantity (63) exceeds ordered quantity (57).
PO1451,Total price discrepancy,Expected invoice amount (14578.89) does not match invoice amount (5641.89).
PO1452,Missing GRN,No GRN record found for this PO.
PO1453,Missing GRN,No GRN record found for this PO.
PO1454,ASN/GRN mismatch,ASN shipped quantity (186) does not match GRN received quantity (127).
PO1454,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-21).
PO1454,Total price discrepancy,Expected invoice amount (55632.50) does not match invoice amount (5039.96).
PO1454,Under-delivery,Total received quantity (127) is less than ordered quantity (175).
PO1455,ASN/GRN mismatch,ASN shipped quantity (131) does not match GRN received quantity (106).
PO1455,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-04).
PO1455,Over-delivery,Total received quantity (106) exceeds ordered quantity (68).
PO1455,Total price discrepancy,Expected invoice amount (26715.84) does not match invoice amount (1072.34).
PO1456,ASN/GRN mismatch,ASN shipped quantity (100) does not match GRN received quantity (137).
PO1456,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-22).
PO1456,Over-delivery,Total received quantity (137) exceeds ordered quantity (111).
PO1456,Total price discrepancy,Expected invoice amount (38469.27) does not match invoice amount (2762.86).
PO1457,ASN/GRN mismatch,ASN shipped quantity (256) does not match GRN received quantity (133).
PO1457,Late delivery,Earliest received date (2025-08-08) is after the PO delivery date (2025-08-03).
PO1457,Total price discrepancy,Expected invoice amount (61673.17) does not match invoice amount (4850.22).
PO1457,Under-delivery,Total received quantity (133) is less than ordered quantity (169).
PO1458,ASN/GRN mismatch,ASN shipped quantity (106) does not match GRN received quantity (197).
PO1458,Over-delivery,Total received quantity (197) exceeds ordered quantity (50).
PO1458,Total price discrepancy,Expected invoice amount (23421.00) does not match invoice amount (8202.56).
PO1459,ASN/GRN mismatch,ASN shipped quantity (253) does not match GRN received quantity (239).
PO1459,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-23).
PO1459,Over-delivery,Total received quantity (239) exceeds ordered quantity (116).
PO1459,Total price discrepancy,Expected invoice amount (54385.44) does not match invoice amount (3348.41).
PO1460,ASN/GRN mismatch,ASN shipped quantity (76) does not match GRN received quantity (176).
PO1460,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-20).
PO1460,Over-delivery,Total received quantity (176) exceeds ordered quantity (54).
PO1460,Total price discrepancy,Expected invoice amount (18891.90) does not match invoice amount (4751.36).
PO1461,ASN/GRN mismatch,ASN shipped quantity (123) does not match GRN received quantity (182).
PO1461,Over-delivery,Total received quantity (182) exceeds ordered quantity (149).
PO1461,Total price discrepancy,Expected invoice amount (26593.52) does not match invoice amount (9513.05).
PO1462,ASN/GRN mismatch,ASN shipped quantity (333) does not match GRN received quantity (442).
PO1462,Late delivery,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-28).
PO1462,Over-delivery,Total received quantity (442) exceeds ordered quantity (107).
PO1462,Total price discrepancy,Expected invoice amount (34724.71) does not match invoice amount (3380.42).
PO1463,ASN/GRN mismatch,ASN shipped quantity (57) does not match GRN received quantity (69).
PO1463,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-16).
PO1463,Over-delivery,Total received quantity (69) exceeds ordered quantity (68).
PO1463,Total price discrepancy,Expected invoice amount (30583.68) does not match invoice amount (6443.63).
PO1464,Missing GRN,No GRN record found for this PO.
PO1465,ASN/GRN mismatch,ASN shipped quantity (78) does not match GRN received quantity (87).
PO1465,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-08-06).
PO1465,Total price discrepancy,Expected invoice amount (35781.48) does not match invoice amount (9117.94).
PO1465,Under-delivery,Total received quantity (87) is less than ordered quantity (189).
PO1466,ASN/GRN mismatch,ASN shipped quantity (366) does not match GRN received quantity (281).
PO1466,Over-delivery,Total received quantity (281) exceeds ordered quantity (119).
PO1466,Total price discrepancy,Expected invoice amount (47560.73) does not match invoice amount (8813.10).
PO1467,ASN/GRN mismatch,ASN shipped quantity (102) does not match GRN received quantity (180).
PO1467,Over-delivery,Total received quantity (180) exceeds ordered quantity (70).
PO1467,Total price discrepancy,Expected invoice amount (4362.40) does not match invoice amount (8165.06).
PO1468,ASN/GRN mismatch,ASN shipped quantity (503) does not match GRN received quantity (581).
PO1468,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-06-24).
PO1468,Over-delivery,Total received quantity (581) exceeds ordered quantity (118).
PO1468,Total price discrepancy,Expected invoice amount (57062.44) does not match invoice amount (7334.94).
PO1469,Missing GRN,No GRN record found for this PO.
PO1470,ASN/GRN mismatch,ASN shipped quantity (65) does not match GRN received quantity (206).
PO1470,Late delivery,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-19).
PO1470,Over-delivery,Total received quantity (206) exceeds ordered quantity (57).
PO1470,Total price discrepancy,Expected invoice amount (17567.40) does not match invoice amount (4825.43).
PO1471,ASN/GRN mismatch,ASN shipped quantity (74) does not match GRN received quantity (124).
PO1471,Late delivery,Earliest received date (2025-08-16) is after the PO delivery date (2025-08-10).
PO1471,Over-delivery,Total received quantity (124) exceeds ordered quantity (78).
PO1471,Total price discrepancy,Expected invoice amount (23910.12) does not match invoice amount (3144.32).
PO1472,ASN/GRN mismatch,ASN shipped quantity (139) does not match GRN received quantity (203).
PO1472,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-20).
PO1472,Over-delivery,Total received quantity (203) exceeds ordered quantity (146).
PO1472,Total price discrepancy,Expected invoice amount (35775.84) does not match invoice amount (7702.46).
PO1473,ASN/GRN mismatch,ASN shipped quantity (148) does not match GRN received quantity (176).
PO1473,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-20).
PO1473,Over-delivery,Total received quantity (176) exceeds ordered quantity (144).
PO1473,Total price discrepancy,Expected invoice amount (35845.92) does not match invoice amount (5185.07).
PO1474,ASN/GRN mismatch,ASN shipped quantity (169) does not match GRN received quantity (198).
PO1474,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-06-30).
PO1474,Over-delivery,Total received quantity (198) exceeds ordered quantity (65).
PO1474,Total price discrepancy,Expected invoice amount (27216.15) does not match invoice amount (6509.18).
PO1475,ASN/GRN mismatch,ASN shipped quantity (231) does not match GRN received quantity (207).
PO1475,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-13).
PO1475,Over-delivery,Total received quantity (207) exceeds ordered quantity (148).
PO1475,Total price discrepancy,Expected invoice amount (33723.28) does not match invoice amount (1806.18).
PO1476,ASN/GRN mismatch,ASN shipped quantity (280) does not match GRN received quantity (135).
PO1476,Late delivery,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-21).
PO1476,Total price discrepancy,Expected invoice amount (65814.80) does not match invoice amount (9299.48).
PO1476,Under-delivery,Total received quantity (135) is less than ordered quantity (137).
PO1477,Missing GRN,No GRN record found for this PO.
PO1478,ASN/GRN mismatch,ASN shipped quantity (107) does not match GRN received quantity (145).
PO1478,Late delivery,Earliest received date (2025-08-07) is after the PO delivery date (2025-08-06).
PO1478,Total price discrepancy,Expected invoice amount (70643.72) does not match invoice amount (8190.98).
PO1478,Under-delivery,Total received quantity (145) is less than ordered quantity (157).
PO1479,ASN/GRN mismatch,ASN shipped quantity (209) does not match GRN received quantity (177).
PO1479,Late delivery,Earliest received date (2025-07-28) is after the PO delivery date (2025-06-22).
PO1479,Total price discrepancy,Expected invoice amount (27573.28) does not match invoice amount (8900.34).
PO1479,Under-delivery,Total received quantity (177) is less than ordered quantity (196).
PO1480,ASN/GRN mismatch,ASN shipped quantity (182) does not match GRN received quantity (206).
PO1480,Late delivery,Earliest received date (2025-08-04) is after the PO delivery date (2025-08-02).
PO1480,Over-delivery,Total received quantity (206) exceeds ordered quantity (141).
PO1480,Total price discrepancy,Expected invoice amount (26180.88) does not match invoice amount (5686.04).
PO1481,ASN/GRN mismatch,ASN shipped quantity (268) does not match GRN received quantity (246).
PO1481,Late delivery,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-14).
PO1481,Over-delivery,Total received quantity (246) exceeds ordered quantity (116).
PO1481,Total price discrepancy,Expected invoice amount (37646.64) does not match invoice amount (5510.76).
PO1482,Missing GRN,No GRN record found for this PO.
PO1483,ASN/GRN mismatch,ASN shipped quantity (106) does not match GRN received quantity (202).
PO1483,Late delivery,Earliest received date (2025-08-11) is after the PO delivery date (2025-06-09).
PO1483,Over-delivery,Total received quantity (202) exceeds ordered quantity (107).
PO1483,Total price discrepancy,Expected invoice amount (20962.37) does not match invoice amount (3711.76).
PO1484,Missing GRN,No GRN record found for this PO.
PO1485,ASN/GRN mismatch,ASN shipped quantity (72) does not match GRN received quantity (146).
PO1485,Late delivery,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-20).
PO1485,Total price discrepancy,Expected invoice amount (58403.58) does not match invoice amount (4079.99).
PO1485,Under-delivery,Total received quantity (146) is less than ordered quantity (178).
PO1486,ASN/GRN mismatch,ASN shipped quantity (88) does not match GRN received quantity (87).
PO1486,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-13).
PO1486,Total price discrepancy,Expected invoice amount (88297.37) does not match invoice amount (9238.28).
PO1486,Under-delivery,Total received quantity (87) is less than ordered quantity (197).
PO1487,ASN/GRN mismatch,ASN shipped quantity (147) does not match GRN received quantity (143).
PO1487,Late delivery,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-13).
PO1487,Over-delivery,Total received quantity (143) exceeds ordered quantity (63).
PO1487,Total price discrepancy,Expected invoice amount (3231.90) does not match invoice amount (3404.60).
PO1488,ASN/GRN mismatch,ASN shipped quantity (171) does not match GRN received quantity (61).
PO1488,Late delivery,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-25).
PO1488,Total price discrepancy,Expected invoice amount (28967.35) does not match invoice amount (6350.00).
PO1488,Under-delivery,Total received quantity (61) is less than ordered quantity (115).
PO1489,ASN/GRN mismatch,ASN shipped quantity (59) does not match GRN received quantity (114).
PO1489,Late delivery,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-08).
PO1489,Over-delivery,Total received quantity (114) exceeds ordered quantity (77).
PO1489,Total price discrepancy,Expected invoice amount (24802.47) does not match invoice amount (5575.02).
PO1490,ASN/GRN mismatch,ASN shipped quantity (299) does not match GRN received quantity (526).
PO1490,Over-delivery,Total received quantity (526) exceeds ordered quantity (69).
PO1490,Total price discrepancy,Expected invoice amount (17355.57) does not match invoice amount (9766.32).
PO1491,Missing GRN,No GRN record found for this PO.
PO1492,ASN/GRN mismatch,ASN shipped quantity (50) does not match GRN received quantity (198).
PO1492,Late delivery,Earliest received date (2025-08-11) is after the PO delivery date (2025-07-19).
PO1492,Over-delivery,Total received quantity (198) exceeds ordered quantity (161).
PO1492,Total price discrepancy,Expected invoice amount (24447.85) does not match invoice amount (3698.34).
PO1493,ASN/GRN mismatch,ASN shipped quantity (344) does not match GRN received quantity (362).
PO1493,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-26).
PO1493,Over-delivery,Total received quantity (362) exceeds ordered quantity (169).
PO1493,Total price discrepancy,Expected invoice amount (20111.00) does not match invoice amount (2319.48).
PO1494,ASN/GRN mismatch,ASN shipped quantity (285) does not match GRN received quantity (387).
PO1494,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-19).
PO1494,Over-delivery,Total received quantity (387) exceeds ordered quantity (95).
PO1494,Total price discrepancy,Expected invoice amount (27638.35) does not match invoice amount (1573.85).
PO1495,ASN/GRN mismatch,ASN shipped quantity (64) does not match GRN received quantity (200).
PO1495,Late delivery,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-21).
PO1495,Over-delivery,Total received quantity (200) exceeds ordered quantity (91).
PO1495,Total price discrepancy,Expected invoice amount (40277.51) does not match invoice amount (6431.76).
PO1496,ASN/GRN mismatch,ASN shipped quantity (303) does not match GRN received quantity (346).
PO1496,Late delivery,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-05).
PO1496,Over-delivery,Total received quantity (346) exceeds ordered quantity (117).
PO1496,Total price discrepancy,Expected invoice amount (29686.41) does not match invoice amount (3307.77).
PO1497,ASN/GRN mismatch,ASN shipped quantity (143) does not match GRN received quantity (217).
PO1497,Late delivery,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-14).
PO1497,Over-delivery,Total received quantity (217) exceeds ordered quantity (94).
PO1497,Total price discrepancy,Expected invoice amount (41858.20) does not match invoice amount (2711.54).
PO1498,Missing GRN,No GRN record found for this PO.
PO1499,ASN/GRN mismatch,ASN shipped quantity (237) does not match GRN received quantity (173).
PO1499,Over-delivery,Total received quantity (173) exceeds ordered quantity (156).
PO1499,Total price discrepancy,Expected invoice amount (17779.32) does not match invoice amount (5997.55).
PO1500,Missing GRN,No GRN record found for this PO.
PO1501,ASN/GRN mismatch,ASN shipped quantity (55) does not match GRN received quantity (216).
PO1501,Late delivery,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-19).
PO1501,Over-delivery,Total received quantity (216) exceeds ordered quantity (102).
PO1501,Total price discrepancy,Expected invoice amount (19719.66) does not match invoice amount (7290.99).
PO1502,ASN/GRN mismatch,ASN shipped quantity (175) does not match GRN received quantity (42).
PO1502,Late delivery,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-31).
PO1502,Total price discrepancy,Expected invoice amount (27416.12) does not match invoice amount (2123.84).
PO1502,Under-delivery,Total received quantity (42) is less than ordered quantity (118).
PO1503,Missing GRN,No GRN record found for this PO.
PO1504,ASN/GRN mismatch,ASN shipped quantity (162) does not match GRN received quantity (132).
PO1504,Late delivery,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-21).
PO1504,Over-delivery,Total received quantity (132) exceeds ordered quantity (61).
PO1504,Total price discrepancy,Expected invoice amount (19161.32) does not match invoice amount (8514.98).
PO1505,Missing GRN,No GRN record found for this PO.
PO1506,ASN/GRN mismatch,ASN shipped quantity (417) does not match GRN received quantity (289).
PO1506,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-05).
PO1506,Over-delivery,Total received quantity (289) exceeds ordered quantity (184).
PO1506,Total price discrepancy,Expected invoice amount (73982.72) does not match invoice amount (6433.02).
PO1507,Missing GRN,No GRN record found for this PO.
PO1508,ASN/GRN mismatch,ASN shipped quantity (609) does not match GRN received quantity (521).
PO1508,Over-delivery,Total received quantity (521) exceeds ordered quantity (172).
PO1508,Total price discrepancy,Expected invoice amount (20110.24) does not match invoice amount (3932.94).
PO1509,ASN/GRN mismatch,ASN shipped quantity (81) does not match GRN received quantity (160).
PO1509,Late delivery,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-12).
PO1509,Over-delivery,Total received quantity (160) exceeds ordered quantity (61).
PO1509,Total price discrepancy,Expected invoice amount (21045.61) does not match invoice amount (7996.62).
PO1510,Missing GRN,No GRN record found for this PO.
PO1511,ASN/GRN mismatch,ASN shipped quantity (180) does not match GRN received quantity (174).
PO1511,Late delivery,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-06).
PO1511,Over-delivery,Total received quantity (174) exceeds ordered quantity (150).
PO1511,Total price discrepancy,Expected invoice amount (16495.50) does not match invoice amount (4637.51).
PO1512,ASN/GRN mismatch,ASN shipped quantity (165) does not match GRN received quantity (184).
PO1512,Late delivery,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-17).
PO1512,Total price discrepancy,Expected invoice amount (43931.00) does not match invoice amount (2977.58).
PO1512,Under-delivery,Total received quantity (184) is less than ordered quantity (197).
PO1513,ASN/GRN mismatch,ASN shipped quantity (132) does not match GRN received quantity (46).
PO1513,Late delivery,Earliest received date (2025-08-14) is after the PO delivery date (2025-06-29).
PO1513,Total price discrepancy,Expected invoice amount (25033.11) does not match invoice amount (2250.28).
PO1513,Under-delivery,Total received quantity (46) is less than ordered quantity (59).
PO1514,ASN/GRN mismatch,ASN shipped quantity (176) does not match GRN received quantity (146).
PO1514,Over-delivery,Total received quantity (146) exceeds ordered quantity (107).
PO1514,Total price discrepancy,Expected invoice amount (44782.71) does not match invoice amount (8717.41).
PO1515,ASN/GRN mismatch,ASN shipped quantity (344) does not match GRN received quantity (195).
PO1515,Late delivery,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-29).
PO1515,Over-delivery,Total received quantity (195) exceeds ordered quantity (188).
PO1515,Total price discrepancy,Expected invoice amount (21313.56) does not match invoice amount (7161.91).
PO1516,Missing GRN,No GRN record found for this PO.
PO1517,Missing GRN,No GRN record found for this PO.
PO1518,ASN/GRN mismatch,ASN shipped quantity (71) does not match GRN received quantity (49).
PO1518,Late delivery,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-12).
PO1518,Total price discrepancy,Expected invoice amount (54130.05) does not match invoice amount (6161.84).
PO1518,Under-delivery,Total received quantity (49) is less than ordered quantity (171).
PO1519,ASN/GRN mismatch,ASN shipped quantity (75) does not match GRN received quantity (106).
PO1519,Late delivery,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-27).
PO1519,Total price discrepancy,Expected invoice amount (96132.06) does not match invoice amount (3314.53).
PO1519,Under-delivery,Total received quantity (106) is less than ordered quantity (197).
PO1520,Missing GRN,No GRN record found for this PO.
PO1521,ASN/GRN mismatch,ASN shipped quantity (198) does not match GRN received quantity (147).
