PO_ID,ASN/GRN mismatch,comments_ASN/GRN mismatch,Late delivery,comments_Late delivery,Missing GRN,comments_Missing GRN,No issues,comments_No issues,Over-delivery,comments_Over-delivery,Total price discrepancy,comments_Total price discrepancy,Under-delivery,comments_Under-delivery
PO1402,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1403,y,ASN shipped quantity (184) does not match GRN received quantity (101).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-06-18).,n,,n,,n,,y,Expected invoice amount (29948.88) does not match invoice amount (5440.79).,y,Total received quantity (101) is less than ordered quantity (174).
PO1404,y,ASN shipped quantity (271) does not match GRN received quantity (295).,n,,n,,n,,y,Total received quantity (295) exceeds ordered quantity (86).,y,Expected invoice amount (18595.78) does not match invoice amount (3604.19).,n,
PO1405,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1406,y,ASN shipped quantity (396) does not match GRN received quantity (376).,y,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-28).,n,,n,,y,Total received quantity (376) exceeds ordered quantity (92).,y,Expected invoice amount (38174.48) does not match invoice amount (9173.07).,n,
PO1407,y,ASN shipped quantity (427) does not match GRN received quantity (503).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-16).,n,,n,,y,Total received quantity (503) exceeds ordered quantity (96).,y,Expected invoice amount (38252.16) does not match invoice amount (3960.59).,n,
PO1408,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1409,y,ASN shipped quantity (104) does not match GRN received quantity (150).,n,,n,,n,,y,Total received quantity (150) exceeds ordered quantity (96).,y,Expected invoice amount (17205.12) does not match invoice amount (5349.13).,n,
PO1410,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1411,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1412,y,ASN shipped quantity (303) does not match GRN received quantity (155).,n,,n,,n,,y,Total received quantity (155) exceeds ordered quantity (113).,y,Expected invoice amount (20728.72) does not match invoice amount (3714.25).,n,
PO1413,y,ASN shipped quantity (237) does not match GRN received quantity (334).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-31).,n,,n,,y,Total received quantity (334) exceeds ordered quantity (158).,y,Expected invoice amount (42750.06) does not match invoice amount (7096.89).,n,
PO1414,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1415,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1416,y,ASN shipped quantity (149) does not match GRN received quantity (172).,y,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-30).,n,,n,,y,Total received quantity (172) exceeds ordered quantity (87).,y,Expected invoice amount (10506.99) does not match invoice amount (1581.00).,n,
PO1417,y,ASN shipped quantity (42) does not match GRN received quantity (145).,y,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-20).,n,,n,,n,,y,Expected invoice amount (54953.43) does not match invoice amount (8245.56).,y,Total received quantity (145) is less than ordered quantity (151).
PO1418,y,ASN shipped quantity (302) does not match GRN received quantity (277).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-19).,n,,n,,y,Total received quantity (277) exceeds ordered quantity (165).,y,Expected invoice amount (61794.15) does not match invoice amount (6370.04).,n,
PO1419,y,ASN shipped quantity (148) does not match GRN received quantity (114).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-28).,n,,n,,y,Total received quantity (114) exceeds ordered quantity (75).,y,Expected invoice amount (37131.00) does not match invoice amount (8298.53).,n,
PO1420,y,ASN shipped quantity (259) does not match GRN received quantity (233).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-18).,n,,n,,y,Total received quantity (233) exceeds ordered quantity (91).,y,Expected invoice amount (44009.42) does not match invoice amount (4601.56).,n,
PO1421,y,ASN shipped quantity (82) does not match GRN received quantity (65).,y,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-09).,n,,n,,n,,y,Expected invoice amount (50586.93) does not match invoice amount (6383.10).,y,Total received quantity (65) is less than ordered quantity (171).
PO1422,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1423,y,ASN shipped quantity (88) does not match GRN received quantity (100).,n,,n,,n,,n,,y,Expected invoice amount (57905.78) does not match invoice amount (2795.71).,y,Total received quantity (100) is less than ordered quantity (166).
PO1424,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1425,y,ASN shipped quantity (298) does not match GRN received quantity (289).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-02).,n,,n,,y,Total received quantity (289) exceeds ordered quantity (127).,y,Expected invoice amount (33972.50) does not match invoice amount (1840.19).,n,
PO1426,y,ASN shipped quantity (104) does not match GRN received quantity (139).,y,Earliest received date (2025-07-28) is after the PO delivery date (2025-06-12).,n,,n,,y,Total received quantity (139) exceeds ordered quantity (106).,y,Expected invoice amount (5548.04) does not match invoice amount (1285.41).,n,
PO1427,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1428,y,ASN shipped quantity (196) does not match GRN received quantity (208).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-06-28).,n,,n,,y,Total received quantity (208) exceeds ordered quantity (99).,y,Expected invoice amount (38214.99) does not match invoice amount (9508.38).,n,
PO1429,y,ASN shipped quantity (393) does not match GRN received quantity (324).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-17).,n,,n,,y,Total received quantity (324) exceeds ordered quantity (73).,y,Expected invoice amount (7782.53) does not match invoice amount (9003.04).,n,
PO1430,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1431,y,ASN shipped quantity (369) does not match GRN received quantity (711).,n,,n,,n,,y,Total received quantity (711) exceeds ordered quantity (172).,y,Expected invoice amount (26463.92) does not match invoice amount (1564.04).,n,
PO1432,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1433,y,ASN shipped quantity (418) does not match GRN received quantity (255).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-05).,n,,n,,y,Total received quantity (255) exceeds ordered quantity (70).,y,Expected invoice amount (7005.60) does not match invoice amount (8407.62).,n,
PO1434,y,ASN shipped quantity (197) does not match GRN received quantity (109).,y,Earliest received date (2025-08-15) is after the PO delivery date (2025-07-11).,n,,n,,n,,y,Expected invoice amount (15415.40) does not match invoice amount (4658.82).,y,Total received quantity (109) is less than ordered quantity (110).
PO1435,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1436,y,ASN shipped quantity (366) does not match GRN received quantity (143).,n,,n,,n,,y,Total received quantity (143) exceeds ordered quantity (64).,y,Expected invoice amount (23406.72) does not match invoice amount (9263.53).,n,
PO1437,y,ASN shipped quantity (296) does not match GRN received quantity (383).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-08-06).,n,,n,,y,Total received quantity (383) exceeds ordered quantity (125).,y,Expected invoice amount (54516.25) does not match invoice amount (4928.52).,n,
PO1438,y,ASN shipped quantity (214) does not match GRN received quantity (252).,n,,n,,n,,y,Total received quantity (252) exceeds ordered quantity (68).,y,Expected invoice amount (16995.92) does not match invoice amount (5595.76).,n,
PO1439,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1440,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1441,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1442,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1443,y,ASN shipped quantity (313) does not match GRN received quantity (366).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-08-05).,n,,n,,y,Total received quantity (366) exceeds ordered quantity (75).,y,Expected invoice amount (5457.00) does not match invoice amount (1920.85).,n,
PO1444,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1445,y,ASN shipped quantity (159) does not match GRN received quantity (187).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-26).,n,,n,,n,,y,Expected invoice amount (94733.10) does not match invoice amount (2447.55).,y,Total received quantity (187) is less than ordered quantity (198).
PO1446,y,ASN shipped quantity (444) does not match GRN received quantity (385).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-06-22).,n,,n,,y,Total received quantity (385) exceeds ordered quantity (84).,y,Expected invoice amount (11965.80) does not match invoice amount (1879.67).,n,
PO1447,y,ASN shipped quantity (132) does not match GRN received quantity (162).,y,Earliest received date (2025-08-15) is after the PO delivery date (2025-06-26).,n,,n,,y,Total received quantity (162) exceeds ordered quantity (123).,y,Expected invoice amount (38138.61) does not match invoice amount (5384.25).,n,
PO1448,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1449,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1450,y,ASN shipped quantity (253) does not match GRN received quantity (283).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-12).,n,,n,,y,Total received quantity (283) exceeds ordered quantity (175).,y,Expected invoice amount (46840.50) does not match invoice amount (5777.90).,n,
PO1451,y,ASN shipped quantity (105) does not match GRN received quantity (63).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-13).,n,,n,,y,Total received quantity (63) exceeds ordered quantity (57).,y,Expected invoice amount (14578.89) does not match invoice amount (5641.89).,n,
PO1452,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1453,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1454,y,ASN shipped quantity (186) does not match GRN received quantity (127).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-21).,n,,n,,n,,y,Expected invoice amount (55632.50) does not match invoice amount (5039.96).,y,Total received quantity (127) is less than ordered quantity (175).
PO1455,y,ASN shipped quantity (131) does not match GRN received quantity (106).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-04).,n,,n,,y,Total received quantity (106) exceeds ordered quantity (68).,y,Expected invoice amount (26715.84) does not match invoice amount (1072.34).,n,
PO1456,y,ASN shipped quantity (100) does not match GRN received quantity (137).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-22).,n,,n,,y,Total received quantity (137) exceeds ordered quantity (111).,y,Expected invoice amount (38469.27) does not match invoice amount (2762.86).,n,
PO1457,y,ASN shipped quantity (256) does not match GRN received quantity (133).,y,Earliest received date (2025-08-08) is after the PO delivery date (2025-08-03).,n,,n,,n,,y,Expected invoice amount (61673.17) does not match invoice amount (4850.22).,y,Total received quantity (133) is less than ordered quantity (169).
PO1458,y,ASN shipped quantity (106) does not match GRN received quantity (197).,n,,n,,n,,y,Total received quantity (197) exceeds ordered quantity (50).,y,Expected invoice amount (23421.00) does not match invoice amount (8202.56).,n,
PO1459,y,ASN shipped quantity (253) does not match GRN received quantity (239).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-23).,n,,n,,y,Total received quantity (239) exceeds ordered quantity (116).,y,Expected invoice amount (54385.44) does not match invoice amount (3348.41).,n,
PO1460,y,ASN shipped quantity (76) does not match GRN received quantity (176).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-20).,n,,n,,y,Total received quantity (176) exceeds ordered quantity (54).,y,Expected invoice amount (18891.90) does not match invoice amount (4751.36).,n,
PO1461,y,ASN shipped quantity (123) does not match GRN received quantity (182).,n,,n,,n,,y,Total received quantity (182) exceeds ordered quantity (149).,y,Expected invoice amount (26593.52) does not match invoice amount (9513.05).,n,
PO1462,y,ASN shipped quantity (333) does not match GRN received quantity (442).,y,Earliest received date (2025-08-05) is after the PO delivery date (2025-07-28).,n,,n,,y,Total received quantity (442) exceeds ordered quantity (107).,y,Expected invoice amount (34724.71) does not match invoice amount (3380.42).,n,
PO1463,y,ASN shipped quantity (57) does not match GRN received quantity (69).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-16).,n,,n,,y,Total received quantity (69) exceeds ordered quantity (68).,y,Expected invoice amount (30583.68) does not match invoice amount (6443.63).,n,
PO1464,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1465,y,ASN shipped quantity (78) does not match GRN received quantity (87).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-08-06).,n,,n,,n,,y,Expected invoice amount (35781.48) does not match invoice amount (9117.94).,y,Total received quantity (87) is less than ordered quantity (189).
PO1466,y,ASN shipped quantity (366) does not match GRN received quantity (281).,n,,n,,n,,y,Total received quantity (281) exceeds ordered quantity (119).,y,Expected invoice amount (47560.73) does not match invoice amount (8813.10).,n,
PO1467,y,ASN shipped quantity (102) does not match GRN received quantity (180).,n,,n,,n,,y,Total received quantity (180) exceeds ordered quantity (70).,y,Expected invoice amount (4362.40) does not match invoice amount (8165.06).,n,
PO1468,y,ASN shipped quantity (503) does not match GRN received quantity (581).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-06-24).,n,,n,,y,Total received quantity (581) exceeds ordered quantity (118).,y,Expected invoice amount (57062.44) does not match invoice amount (7334.94).,n,
PO1469,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1470,y,ASN shipped quantity (65) does not match GRN received quantity (206).,y,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-19).,n,,n,,y,Total received quantity (206) exceeds ordered quantity (57).,y,Expected invoice amount (17567.40) does not match invoice amount (4825.43).,n,
PO1471,y,ASN shipped quantity (74) does not match GRN received quantity (124).,y,Earliest received date (2025-08-16) is after the PO delivery date (2025-08-10).,n,,n,,y,Total received quantity (124) exceeds ordered quantity (78).,y,Expected invoice amount (23910.12) does not match invoice amount (3144.32).,n,
PO1472,y,ASN shipped quantity (139) does not match GRN received quantity (203).,y,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-20).,n,,n,,y,Total received quantity (203) exceeds ordered quantity (146).,y,Expected invoice amount (35775.84) does not match invoice amount (7702.46).,n,
PO1473,y,ASN shipped quantity (148) does not match GRN received quantity (176).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-20).,n,,n,,y,Total received quantity (176) exceeds ordered quantity (144).,y,Expected invoice amount (35845.92) does not match invoice amount (5185.07).,n,
PO1474,y,ASN shipped quantity (169) does not match GRN received quantity (198).,y,Earliest received date (2025-08-07) is after the PO delivery date (2025-06-30).,n,,n,,y,Total received quantity (198) exceeds ordered quantity (65).,y,Expected invoice amount (27216.15) does not match invoice amount (6509.18).,n,
PO1475,y,ASN shipped quantity (231) does not match GRN received quantity (207).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-13).,n,,n,,y,Total received quantity (207) exceeds ordered quantity (148).,y,Expected invoice amount (33723.28) does not match invoice amount (1806.18).,n,
PO1476,y,ASN shipped quantity (280) does not match GRN received quantity (135).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-21).,n,,n,,n,,y,Expected invoice amount (65814.80) does not match invoice amount (9299.48).,y,Total received quantity (135) is less than ordered quantity (137).
PO1477,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1478,y,ASN shipped quantity (107) does not match GRN received quantity (145).,y,Earliest received date (2025-08-07) is after the PO delivery date (2025-08-06).,n,,n,,n,,y,Expected invoice amount (70643.72) does not match invoice amount (8190.98).,y,Total received quantity (145) is less than ordered quantity (157).
PO1479,y,ASN shipped quantity (209) does not match GRN received quantity (177).,y,Earliest received date (2025-07-28) is after the PO delivery date (2025-06-22).,n,,n,,n,,y,Expected invoice amount (27573.28) does not match invoice amount (8900.34).,y,Total received quantity (177) is less than ordered quantity (196).
PO1480,y,ASN shipped quantity (182) does not match GRN received quantity (206).,y,Earliest received date (2025-08-04) is after the PO delivery date (2025-08-02).,n,,n,,y,Total received quantity (206) exceeds ordered quantity (141).,y,Expected invoice amount (26180.88) does not match invoice amount (5686.04).,n,
PO1481,y,ASN shipped quantity (268) does not match GRN received quantity (246).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-07-14).,n,,n,,y,Total received quantity (246) exceeds ordered quantity (116).,y,Expected invoice amount (37646.64) does not match invoice amount (5510.76).,n,
PO1482,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1483,y,ASN shipped quantity (106) does not match GRN received quantity (202).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-06-09).,n,,n,,y,Total received quantity (202) exceeds ordered quantity (107).,y,Expected invoice amount (20962.37) does not match invoice amount (3711.76).,n,
PO1484,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1485,y,ASN shipped quantity (72) does not match GRN received quantity (146).,y,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-20).,n,,n,,n,,y,Expected invoice amount (58403.58) does not match invoice amount (4079.99).,y,Total received quantity (146) is less than ordered quantity (178).
PO1486,y,ASN shipped quantity (88) does not match GRN received quantity (87).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-13).,n,,n,,n,,y,Expected invoice amount (88297.37) does not match invoice amount (9238.28).,y,Total received quantity (87) is less than ordered quantity (197).
PO1487,y,ASN shipped quantity (147) does not match GRN received quantity (143).,y,Earliest received date (2025-07-29) is after the PO delivery date (2025-06-13).,n,,n,,y,Total received quantity (143) exceeds ordered quantity (63).,y,Expected invoice amount (3231.90) does not match invoice amount (3404.60).,n,
PO1488,y,ASN shipped quantity (171) does not match GRN received quantity (61).,y,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-25).,n,,n,,n,,y,Expected invoice amount (28967.35) does not match invoice amount (6350.00).,y,Total received quantity (61) is less than ordered quantity (115).
PO1489,y,ASN shipped quantity (59) does not match GRN received quantity (114).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-08).,n,,n,,y,Total received quantity (114) exceeds ordered quantity (77).,y,Expected invoice amount (24802.47) does not match invoice amount (5575.02).,n,
PO1490,y,ASN shipped quantity (299) does not match GRN received quantity (526).,n,,n,,n,,y,Total received quantity (526) exceeds ordered quantity (69).,y,Expected invoice amount (17355.57) does not match invoice amount (9766.32).,n,
PO1491,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1492,y,ASN shipped quantity (50) does not match GRN received quantity (198).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-07-19).,n,,n,,y,Total received quantity (198) exceeds ordered quantity (161).,y,Expected invoice amount (24447.85) does not match invoice amount (3698.34).,n,
PO1493,y,ASN shipped quantity (344) does not match GRN received quantity (362).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-26).,n,,n,,y,Total received quantity (362) exceeds ordered quantity (169).,y,Expected invoice amount (20111.00) does not match invoice amount (2319.48).,n,
PO1494,y,ASN shipped quantity (285) does not match GRN received quantity (387).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-19).,n,,n,,y,Total received quantity (387) exceeds ordered quantity (95).,y,Expected invoice amount (27638.35) does not match invoice amount (1573.85).,n,
PO1495,y,ASN shipped quantity (64) does not match GRN received quantity (200).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-21).,n,,n,,y,Total received quantity (200) exceeds ordered quantity (91).,y,Expected invoice amount (40277.51) does not match invoice amount (6431.76).,n,
PO1496,y,ASN shipped quantity (303) does not match GRN received quantity (346).,y,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-05).,n,,n,,y,Total received quantity (346) exceeds ordered quantity (117).,y,Expected invoice amount (29686.41) does not match invoice amount (3307.77).,n,
PO1497,y,ASN shipped quantity (143) does not match GRN received quantity (217).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-07-14).,n,,n,,y,Total received quantity (217) exceeds ordered quantity (94).,y,Expected invoice amount (41858.20) does not match invoice amount (2711.54).,n,
PO1498,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1499,y,ASN shipped quantity (237) does not match GRN received quantity (173).,n,,n,,n,,y,Total received quantity (173) exceeds ordered quantity (156).,y,Expected invoice amount (17779.32) does not match invoice amount (5997.55).,n,
PO1500,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1501,y,ASN shipped quantity (55) does not match GRN received quantity (216).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-19).,n,,n,,y,Total received quantity (216) exceeds ordered quantity (102).,y,Expected invoice amount (19719.66) does not match invoice amount (7290.99).,n,
PO1502,y,ASN shipped quantity (175) does not match GRN received quantity (42).,y,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-31).,n,,n,,n,,y,Expected invoice amount (27416.12) does not match invoice amount (2123.84).,y,Total received quantity (42) is less than ordered quantity (118).
PO1503,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1504,y,ASN shipped quantity (162) does not match GRN received quantity (132).,y,Earliest received date (2025-07-31) is after the PO delivery date (2025-07-21).,n,,n,,y,Total received quantity (132) exceeds ordered quantity (61).,y,Expected invoice amount (19161.32) does not match invoice amount (8514.98).,n,
PO1505,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1506,y,ASN shipped quantity (417) does not match GRN received quantity (289).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-05).,n,,n,,y,Total received quantity (289) exceeds ordered quantity (184).,y,Expected invoice amount (73982.72) does not match invoice amount (6433.02).,n,
PO1507,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1508,y,ASN shipped quantity (609) does not match GRN received quantity (521).,n,,n,,n,,y,Total received quantity (521) exceeds ordered quantity (172).,y,Expected invoice amount (20110.24) does not match invoice amount (3932.94).,n,
PO1509,y,ASN shipped quantity (81) does not match GRN received quantity (160).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-12).,n,,n,,y,Total received quantity (160) exceeds ordered quantity (61).,y,Expected invoice amount (21045.61) does not match invoice amount (7996.62).,n,
PO1510,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1511,y,ASN shipped quantity (180) does not match GRN received quantity (174).,y,Earliest received date (2025-08-14) is after the PO delivery date (2025-07-06).,n,,n,,y,Total received quantity (174) exceeds ordered quantity (150).,y,Expected invoice amount (16495.50) does not match invoice amount (4637.51).,n,
PO1512,y,ASN shipped quantity (165) does not match GRN received quantity (184).,y,Earliest received date (2025-08-03) is after the PO delivery date (2025-07-17).,n,,n,,n,,y,Expected invoice amount (43931.00) does not match invoice amount (2977.58).,y,Total received quantity (184) is less than ordered quantity (197).
PO1513,y,ASN shipped quantity (132) does not match GRN received quantity (46).,y,Earliest received date (2025-08-14) is after the PO delivery date (2025-06-29).,n,,n,,n,,y,Expected invoice amount (25033.11) does not match invoice amount (2250.28).,y,Total received quantity (46) is less than ordered quantity (59).
PO1514,y,ASN shipped quantity (176) does not match GRN received quantity (146).,n,,n,,n,,y,Total received quantity (146) exceeds ordered quantity (107).,y,Expected invoice amount (44782.71) does not match invoice amount (8717.41).,n,
PO1515,y,ASN shipped quantity (344) does not match GRN received quantity (195).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-29).,n,,n,,y,Total received quantity (195) exceeds ordered quantity (188).,y,Expected invoice amount (21313.56) does not match invoice amount (7161.91).,n,
PO1516,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1517,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1518,y,ASN shipped quantity (71) does not match GRN received quantity (49).,y,Earliest received date (2025-08-13) is after the PO delivery date (2025-07-12).,n,,n,,n,,y,Expected invoice amount (54130.05) does not match invoice amount (6161.84).,y,Total received quantity (49) is less than ordered quantity (171).
PO1519,y,ASN shipped quantity (75) does not match GRN received quantity (106).,y,Earliest received date (2025-08-12) is after the PO delivery date (2025-07-27).,n,,n,,n,,y,Expected invoice amount (96132.06) does not match invoice amount (3314.53).,y,Total received quantity (106) is less than ordered quantity (197).
PO1520,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1521,y,ASN shipped quantity (198) does not match GRN received quantity (147).,y,Earliest received date (2025-08-10) is after the PO delivery date (2025-06-24).,n,,n,,n,,y,Expected invoice amount (61290.25) does not match invoice amount (5330.07).,y,Total received quantity (147) is less than ordered quantity (175).
PO1522,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1523,y,ASN shipped quantity (197) does not match GRN received quantity (63).,n,,n,,n,,n,,y,Expected invoice amount (19067.51) does not match invoice amount (4908.54).,y,Total received quantity (63) is less than ordered quantity (77).
PO1524,y,ASN shipped quantity (344) does not match GRN received quantity (116).,y,Earliest received date (2025-07-30) is after the PO delivery date (2025-07-07).,n,,n,,y,Total received quantity (116) exceeds ordered quantity (90).,y,Expected invoice amount (29092.50) does not match invoice amount (2606.99).,n,
PO1525,y,ASN shipped quantity (198) does not match GRN received quantity (123).,n,,n,,n,,n,,y,Expected invoice amount (27314.80) does not match invoice amount (3186.33).,y,Total received quantity (123) is less than ordered quantity (184).
PO1526,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1527,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1528,y,ASN shipped quantity (58) does not match GRN received quantity (79).,y,Earliest received date (2025-08-02) is after the PO delivery date (2025-07-08).,n,,n,,y,Total received quantity (79) exceeds ordered quantity (71).,y,Expected invoice amount (6169.19) does not match invoice amount (9938.89).,n,
PO1529,y,ASN shipped quantity (241) does not match GRN received quantity (206).,y,Earliest received date (2025-08-01) is after the PO delivery date (2025-06-28).,n,,n,,y,Total received quantity (206) exceeds ordered quantity (109).,y,Expected invoice amount (18767.62) does not match invoice amount (7822.18).,n,
PO1530,y,ASN shipped quantity (95) does not match GRN received quantity (192).,y,Earliest received date (2025-08-06) is after the PO delivery date (2025-07-14).,n,,n,,y,Total received quantity (192) exceeds ordered quantity (91).,y,Expected invoice amount (18685.94) does not match invoice amount (2546.01).,n,
PO1531,y,ASN shipped quantity (193) does not match GRN received quantity (75).,n,,n,,n,,n,,y,Expected invoice amount (51444.72) does not match invoice amount (1073.31).,y,Total received quantity (75) is less than ordered quantity (162).
PO1532,y,ASN shipped quantity (68) does not match GRN received quantity (212).,y,Earliest received date (2025-08-04) is after the PO delivery date (2025-07-23).,n,,n,,y,Total received quantity (212) exceeds ordered quantity (163).,y,Expected invoice amount (42419.12) does not match invoice amount (8516.13).,n,
PO1533,y,ASN shipped quantity (187) does not match GRN received quantity (234).,y,Earliest received date (2025-08-07) is after the PO delivery date (2025-07-25).,n,,n,,y,Total received quantity (234) exceeds ordered quantity (67).,y,Expected invoice amount (9778.65) does not match invoice amount (2003.34).,n,
PO1534,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1535,y,ASN shipped quantity (188) does not match GRN received quantity (165).,n,,n,,n,,n,,y,Expected invoice amount (54560.40) does not match invoice amount (2302.96).,y,Total received quantity (165) is less than ordered quantity (190).
PO1536,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
PO1537,y,ASN shipped quantity (191) does not match GRN received quantity (89).,y,Earliest received date (2025-08-11) is after the PO delivery date (2025-07-07).,n,,n,,n,,y,Expected invoice amount (7016.58) does not match invoice amount (8473.62).,y,Total received quantity (89) is less than ordered quantity (102).
PO1538,y,ASN shipped quantity (108) does not match GRN received quantity (46).,n,,n,,n,,n,,y,Expected invoice amount (13183.53) does not match invoice amount (6064.68).,y,Total received quantity (46) is less than ordered quantity (101).
PO1539,y,ASN shipped quantity (194) does not match GRN received quantity (117).,y,Earliest received date (2025-08-09) is after the PO delivery date (2025-07-13).,n,,n,,y,Total received quantity (117) exceeds ordered quantity (116).,y,Expected invoice amount (9378.60) does not match invoice amount (7984.19).,n,
PO1540,y,ASN shipped quantity (255) does not match GRN received quantity (272).,y,Earliest received date (2025-07-28) is after the PO delivery date (2025-07-23).,n,,n,,y,Total received quantity (272) exceeds ordered quantity (71).,y,Expected invoice amount (22291.16) does not match invoice amount (5234.43).,n,
PO1541,n,,n,,y,No GRN record found for this PO.,n,,n,,n,,n,
